0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0
4.603506856063117e-05,3.1819363799758745e-05,1.5233326483788245e-05,5.1856442543939565e-06,1.9168715397453204e-06,1.3327396387108455e-06,4.008863277860625e-07,9.688489025724185e-10,1.1253613752752344e-09,1.1966658853161082e-09,1.3373071673574253e-09,1.3372729447931766e-08,1.4997794751542228e-08,1.3979897489569741e-08,1.6066314806351348e-08,1.8828122805897488e-08,1.9808011295884343e-08,2.442760076769758e-08,4.829824638754245e-09,0.28059664160089093
0.0044368889885784525,0.0034631324131917086,0.0027583361919209133,0.0024613157336481066,0.0021349396203407087,0.0019158092021019336,0.0015672977074393914,0.0012880527122157547,0.0006113658964119542,0.0005676977487129707,0.0005283533970913102,0.0004959957283817087,0.0002432990825257613,0.0001810913090369435,0.00014874315374164754,6.650097778513443e-05,2.031664522311071e-05,1.226584585565348e-08,5.874968602522367e-16,1.5003966702473912e-23
0.0044368889885784525,0.0034631324131917086,0.0027583361919209133,0.0024613157336481066,0.0020708744302937025,0.0019158092021019336,0.0015672977074393914,0.0012880527122157547,0.0006113658964119542,0.0005676977487129707,0.0005283533970913102,0.000498370210429615,0.0002906456874840333,0.00018197776620599017,0.00014874315374164754,6.650097778513443e-05,2.031664522311071e-05,1.226584585565348e-08,5.874968602522367e-16,6.986766449396458e-33
4.6028207411102996e-05,3.1819363799758745e-05,1.5233326483788245e-05,5.1856442543939565e-06,1.9168715397453204e-06,1.3327396387108455e-06,4.008863277860625e-07,9.688489025724185e-10,1.1253613752752344e-09,1.1966658853161082e-09,1.3373071673574253e-09,1.3372729447931766e-08,1.4997794751542228e-08,1.3979897489569741e-08,1.6066314806351348e-08,1.8828122805897488e-08,1.9808011295884343e-08,2.442760076769758e-08,4.829824638754245e-09,0.2676969705586738
4.603506856063117e-05,3.1819363799758745e-05,1.5233326483788245e-05,5.1856442543939565e-06,1.9168715397453204e-06,1.3327396387108455e-06,4.008863277860625e-07,9.688489025724185e-10,1.1253613752752344e-09,1.1966658853161082e-09,1.3373071673574253e-09,1.3372729447931766e-08,1.4997794751542228e-08,1.3979897489569741e-08,1.6066314806351348e-08,1.8828122805897488e-08,1.9808011295884343e-08,2.442760076769758e-08,4.829824638754245e-09,0.2676969705586738
3.7406026165971912e-06,2.2017769196234426e-06,1.0507590307737794e-06,4.376626681424376e-07,1.6313848528495782e-07,1.0265179377392117e-07,3.622586975473983e-08,9.231013863602507e-10,1.0722231245480937e-09,1.1455815528653003e-09,1.251348776183023e-09,1.25282275798506e-08,1.4102745379389343e-08,1.3630699922161165e-08,1.5685921303561154e-08,1.750758177408705e-08,1.6121384764115336e-08,1.9219434649415023e-08,3.53689171364473e-09,6.986766449396458e-33
4.6028207411102996e-05,3.1819363799758745e-05,1.5233326483788245e-05,5.1856442543939565e-06,1.9168715397453204e-06,1.3327396387108455e-06,4.008863277860625e-07,9.688489025724185e-10,1.1253613752752344e-09,1.1966658853161082e-09,1.3373071673574253e-09,1.3372729447931766e-08,1.4997794751542228e-08,1.3979897489569741e-08,1.6066314806351345e-08,1.8828122805897488e-08,1.9808011295884343e-08,2.442760076769758e-08,4.829824638754245e-09,0.2480543811699129
4.603506856063117e-05,3.1819363799758745e-05,1.5233326483788245e-05,5.1856442543939565e-06,1.9168715397453204e-06,1.3327396387108455e-06,4.008863277860625e-07,9.688489025724185e-10,1.1253613752752344e-09,1.1966658853161082e-09,1.3373071673574253e-09,1.3372729447931766e-08,1.4997794751542228e-08,1.3979897489569741e-08,1.6066314806351345e-08,1.8828122805897488e-08,1.9808011295884343e-08,2.442760076769758e-08,4.829824638754245e-09,0.2676969705586738
0.0044368889885784525,0.0034631324131917086,0.0027583361919209133,0.0024613157336481066,0.0020708744302937025,0.0019158092021019336,0.0015672977074393914,0.0012880527122157547,0.0006113658964119542,0.0005676977487129707,0.0005283533970913102,0.0004431134338464684,0.00029769847553043154,0.0001569626743521034,9.867004660891477e-05,6.650097778513443e-05,2.031664522311071e-05,1.226584585565348e-08,5.874968602522367e-16,1.5003966702473912e-23
